"No.","Time","Source","Destination","Protocol","Length","Info"
"15307","79.326982","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2094090 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15308","79.327906","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2095530 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15309","79.327906","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2096970 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15310","79.327906","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2098410 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15311","79.327906","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2099850 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15312","79.327929","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=14703 Ack=2101290 Win=866816 Len=0"
"15313","79.328841","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2101290 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15314","79.328841","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"15315","79.328841","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2104170 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15316","79.328841","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2105610 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15317","79.328841","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2107050 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15318","79.329752","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2108490 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15319","79.329752","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2109930 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15320","79.329752","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2111370 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15321","79.329752","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2112810 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15322","79.329768","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=14703 Ack=2114250 Win=866816 Len=0"
"15323","79.330627","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2114250 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15324","79.330627","187.33.247.110","192.168.0.112","TLSv1.3","332","Application Data"
"15325","79.330654","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=14703 Ack=2115968 Win=866816 Len=0"
"15329","79.364696","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2115968 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15330","79.366062","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2117408 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15331","79.366062","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2118848 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15332","79.366062","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2120288 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15333","79.366062","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2121728 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15334","79.366062","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2123168 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15335","79.366062","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2124608 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15336","79.366062","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2126048 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15337","79.366062","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2127488 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15338","79.366112","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=14703 Ack=2128928 Win=866816 Len=0"
"15339","79.367024","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2128928 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15340","79.367024","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2130368 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15341","79.367024","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"15342","79.367024","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2133248 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15343","79.367024","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2134688 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15344","79.367890","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2136128 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15345","79.367890","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2137568 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15346","79.367890","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2139008 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15347","79.367890","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2140448 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15348","79.367923","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=14703 Ack=2141888 Win=866816 Len=0"
"15349","79.368875","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2141888 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15350","79.368875","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2143328 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15351","79.368875","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2144768 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15352","79.368875","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2146208 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15353","79.368875","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"15354","79.369831","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2149088 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15355","79.369831","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2150528 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15356","79.369831","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2151968 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15357","79.369831","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2153408 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15358","79.369831","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2154848 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15359","79.369867","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=14703 Ack=2156288 Win=866816 Len=0"
"15360","79.370802","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2156288 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15361","79.370802","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2157728 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15362","79.370802","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2159168 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15363","79.370802","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2160608 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15364","79.371732","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2162048 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15365","79.371732","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2163488 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15366","79.371732","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"15367","79.371732","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2166368 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15368","79.371755","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=14703 Ack=2167808 Win=866816 Len=0"
"15369","79.372668","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2167808 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15370","79.372668","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2169248 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15371","79.372668","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2170688 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15372","79.372668","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2172128 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15374","79.373594","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2173568 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15375","79.373594","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2175008 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15376","79.373594","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2176448 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15377","79.373594","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2177888 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15378","79.373617","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=14703 Ack=2179328 Win=866816 Len=0"
"15379","79.374473","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2179328 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15380","79.374473","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"15381","79.374473","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2182208 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15382","79.374473","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2183648 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15383","79.375354","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2185088 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15384","79.375354","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2186528 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15385","79.375354","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2187968 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15386","79.375354","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2189408 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15387","79.375377","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=14703 Ack=2190848 Win=866816 Len=0"
"15388","79.376287","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2190848 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15389","79.376287","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2192288 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15390","79.376287","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2193728 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15391","79.376287","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2195168 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15392","79.377232","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"15393","79.377232","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2198048 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15394","79.377232","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2199488 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15395","79.377232","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2200928 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15396","79.377232","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2202368 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15397","79.377255","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=14703 Ack=2203808 Win=866816 Len=0"
"15398","79.378168","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2203808 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15399","79.378168","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2205248 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15400","79.378168","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2206688 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15401","79.378168","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2208128 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15402","79.379094","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2209568 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15403","79.379094","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2211008 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15404","79.379094","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2212448 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15405","79.379094","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"15406","79.379116","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=14703 Ack=2215328 Win=866816 Len=0"
"15407","79.380039","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2215328 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15408","79.380039","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2216768 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15409","79.380039","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2218208 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15410","79.380039","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2219648 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15411","79.380039","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2221088 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15412","79.380890","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2222528 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15413","79.380890","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2223968 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15414","79.380890","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2225408 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15415","79.380890","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2226848 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15416","79.380913","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=14703 Ack=2228288 Win=866816 Len=0"
"15417","79.381826","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2228288 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15418","79.381826","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"15419","79.381826","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2231168 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15420","79.381826","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2232608 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15421","79.382706","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2234048 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15422","79.382706","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2235488 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15423","79.382706","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2236928 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15424","79.382706","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2238368 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15425","79.382706","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2239808 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15426","79.382733","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=14703 Ack=2241248 Win=866816 Len=0"
"15427","79.383705","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2241248 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15428","79.383705","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2242688 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15429","79.383705","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2244128 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15430","79.383705","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2245568 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15431","79.384706","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"15432","79.384706","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2248448 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15433","79.384706","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2249888 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15434","79.384706","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2251328 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
