"No.","Time","Source","Destination","Protocol","Length","Info"
"10463","48.835011","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1885530 Ack=13206 Win=91904 Len=1440 [TCP segment of a reassembled PDU]"
"10464","48.835011","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"10465","48.835011","187.33.247.110","192.168.0.112","TLSv1.3","1254","Application Data"
"10466","48.835071","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=13206 Ack=1889610 Win=866816 Len=0"
"11969","53.654661","192.168.0.112","187.33.247.110","TCP","55","[TCP Keep-Alive] 57963  >  443 [ACK] Seq=2775 Ack=6274 Win=132352 Len=1"
"11970","53.672834","187.33.247.110","192.168.0.112","TCP","66","[TCP Keep-Alive ACK] 443  >  57963 [ACK] Seq=6274 Ack=2776 Win=71168 Len=0 SLE=2775 SRE=2776"
"15143","79.277683","192.168.0.112","187.33.247.110","TLSv1.3","1551","Application Data"
"15148","79.295816","187.33.247.110","192.168.0.112","TCP","60","443  >  57964 [ACK] Seq=1889610 Ack=14703 Win=94976 Len=0"
"15149","79.296901","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data"
"15150","79.297783","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1891050 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15151","79.297783","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1892490 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15152","79.297783","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1893930 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15153","79.297783","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1895370 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15154","79.297783","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1896810 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15155","79.297783","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1898250 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15156","79.297811","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=14703 Ack=1899690 Win=866816 Len=0"
"15157","79.299272","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1899690 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15158","79.299272","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1901130 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15159","79.299272","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1902570 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15160","79.299272","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1904010 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15161","79.299272","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1905450 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15162","79.299272","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"15163","79.299272","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1908330 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15164","79.300232","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1909770 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15165","79.300232","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1911210 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15166","79.300232","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1912650 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15167","79.300232","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1914090 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15168","79.300232","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1915530 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15169","79.300272","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=14703 Ack=1916970 Win=866816 Len=0"
"15170","79.301163","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1916970 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15171","79.301163","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1918410 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15172","79.301163","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1919850 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15173","79.301163","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1921290 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15174","79.301163","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"15175","79.302038","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1924170 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15176","79.302038","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1925610 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15177","79.302038","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1927050 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15178","79.302038","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1928490 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15179","79.302098","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=14703 Ack=1929930 Win=866816 Len=0"
"15180","79.302956","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1929930 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15181","79.302956","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1931370 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15182","79.302956","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1932810 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15183","79.303900","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1934250 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15184","79.303900","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1935690 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15185","79.303900","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1937130 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15186","79.303900","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"15187","79.303900","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1940010 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15188","79.303900","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1941450 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15189","79.303932","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=14703 Ack=1942890 Win=866816 Len=0"
"15190","79.304771","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1942890 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15191","79.304771","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1944330 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15192","79.304771","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1945770 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15193","79.304771","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1947210 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15194","79.305595","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1948650 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15195","79.305595","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1950090 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15196","79.305595","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1951530 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15197","79.305595","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1952970 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15198","79.305619","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=14703 Ack=1954410 Win=866816 Len=0"
"15199","79.306536","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1954410 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15200","79.306536","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"15201","79.306536","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1957290 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15202","79.306536","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1958730 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15203","79.307465","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1960170 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15204","79.307465","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1961610 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15205","79.307465","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1963050 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15206","79.307465","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1964490 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15207","79.307487","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=14703 Ack=1965930 Win=866816 Len=0"
"15208","79.308423","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1965930 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15209","79.308423","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1967370 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15210","79.308423","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1968810 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15211","79.308423","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1970250 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15212","79.309351","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"15213","79.309351","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1973130 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15214","79.309351","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1974570 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15215","79.309351","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1976010 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15216","79.309373","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=14703 Ack=1977450 Win=866816 Len=0"
"15217","79.310300","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1977450 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15218","79.310300","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1978890 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15219","79.310300","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1980330 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15220","79.310300","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1981770 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15221","79.310300","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1983210 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15222","79.311232","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1984650 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15223","79.311232","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1986090 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15224","79.311232","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1987530 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15225","79.311232","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"15226","79.311254","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=14703 Ack=1990410 Win=866816 Len=0"
"15227","79.312164","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1990410 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15228","79.312164","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1991850 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15229","79.312164","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1993290 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15230","79.312164","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1994730 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15231","79.313106","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1996170 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15232","79.313106","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1997610 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15233","79.313106","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=1999050 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15234","79.313106","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2000490 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15235","79.313106","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2001930 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15236","79.313130","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=14703 Ack=2003370 Win=866816 Len=0"
"15237","79.314025","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2003370 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15238","79.314025","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"15239","79.314025","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2006250 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15240","79.314025","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2007690 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15241","79.314870","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2009130 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15242","79.314870","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2010570 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15243","79.314870","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2012010 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15244","79.314870","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2013450 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15245","79.314892","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=14703 Ack=2014890 Win=866816 Len=0"
"15246","79.315884","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2014890 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15247","79.315884","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2016330 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15248","79.315884","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2017770 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15249","79.315884","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2019210 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15250","79.315884","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"15251","79.316826","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2022090 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15252","79.316826","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2023530 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15253","79.316826","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2024970 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15254","79.316826","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2026410 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15255","79.316826","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2027850 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15256","79.316896","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=14703 Ack=2029290 Win=866816 Len=0"
"15257","79.317743","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2029290 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15258","79.317743","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2030730 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15259","79.317743","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2032170 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15260","79.317743","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2033610 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15261","79.318615","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2035050 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15262","79.318615","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2036490 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15263","79.318615","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"15264","79.318615","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2039370 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15265","79.318685","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=14703 Ack=2040810 Win=866816 Len=0"
"15266","79.319611","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2040810 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15267","79.319611","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2042250 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15268","79.319611","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2043690 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15269","79.319611","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2045130 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15270","79.319611","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2046570 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15271","79.320556","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2048010 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15272","79.320556","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2049450 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15273","79.320556","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2050890 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15274","79.320556","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2052330 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15275","79.320594","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=14703 Ack=2053770 Win=866816 Len=0"
"15276","79.321456","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"15277","79.321456","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2055210 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15278","79.321456","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2056650 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15279","79.321456","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2058090 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15280","79.321456","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2059530 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15281","79.322410","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2060970 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15282","79.322410","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2062410 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15283","79.322410","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2063850 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15284","79.322410","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2065290 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15285","79.322436","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=14703 Ack=2066730 Win=866816 Len=0"
"15286","79.323348","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2066730 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15287","79.323348","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2068170 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15288","79.323348","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2069610 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15289","79.323348","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"15290","79.324275","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2072490 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15291","79.324275","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2073930 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15292","79.324275","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2075370 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15293","79.324275","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2076810 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15294","79.324326","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=14703 Ack=2078250 Win=866816 Len=0"
"15295","79.325173","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2078250 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15296","79.325173","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2079690 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15297","79.325173","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2081130 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15298","79.325173","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2082570 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15299","79.326101","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2084010 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15300","79.326101","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2085450 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15301","79.326101","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"15302","79.326101","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2088330 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15303","79.326123","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=14703 Ack=2089770 Win=866816 Len=0"
"15304","79.326982","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2089770 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15305","79.326982","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2091210 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
"15306","79.326982","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=2092650 Ack=14703 Win=94976 Len=1440 [TCP segment of a reassembled PDU]"
